Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
16/03/2021,"56,900.30","54,090.40","57,251.60","53,809.40",7.05M,5.88%
15/03/2021,"53,739.20","53,809.40","54,441.70","53,458.20",2.43M,0.00%
12/3/2021,"53,739.20","54,090.40","54,160.70","53,598.70",2.85M,-0.26%
11/3/2021,"53,879.70","53,739.20","54,160.70","53,458.20",2.04M,0.52%
10/3/2021,"53,598.70","53,317.70","54,441.70","52,685.50",3.59M,1.73%
9/3/2021,"52,685.50","52,685.50","53,177.20","52,334.20",3.01M,-1.06%
8/3/2021,"53,247.50","53,388.00","53,739.20","52,966.50",2.29M,-0.13%
5/3/2021,"53,317.70","53,036.70","53,388.00","52,334.20",3.46M,0.00%
4/3/2021,"53,317.70","54,582.20","54,652.40","52,755.70",4.00M,-2.32%
3/3/2021,"54,582.20","54,792.90","54,863.10","54,371.40",2.21M,-0.26%
2/3/2021,"54,722.70","55,425.10","55,425.10","54,020.20",2.51M,0.00%
1/3/2021,"54,722.70","53,949.90","54,792.90","53,949.90",2.87M,2.23%
26/02/2021,"53,528.40","52,685.50","53,668.90","52,615.20",2.67M,0.00%
25/02/2021,"53,528.40","53,458.20","53,598.70","52,334.20",2.66M,1.06%
24/02/2021,"52,966.50","53,388.00","53,739.20","52,615.20",3.07M,-0.13%
23/02/2021,"53,036.70","53,598.70","54,090.40","52,404.50",4.65M,-1.69%
22/02/2021,"53,949.90","53,809.40","54,441.70","53,458.20",3.20M,0.26%
19/02/2021,"53,809.40","54,301.20","54,792.90","53,388.00",5.14M,-2.05%
18/02/2021,"54,933.40","54,792.90","55,003.60","53,809.40",3.10M,0.39%
17/02/2021,"54,722.70","53,598.70","55,495.40","53,317.70",4.33M,4.42%
9/2/2021,"52,404.50","50,156.60","52,404.50","49,173.10",5.83M,4.63%
8/2/2021,"50,086.30","51,210.30","51,210.30","48,892.10",5.57M,-2.19%
5/2/2021,"51,210.30","51,280.50","51,561.50","50,437.60",2.88M,0.55%
4/2/2021,"50,929.30","49,313.60","51,421.00","49,313.60",6.07M,3.57%
3/2/2021,"49,173.10","47,416.90","49,594.60","46,433.50",5.76M,6.06%
2/2/2021,"46,363.20","44,326.10","46,363.20","44,255.80",4.51M,3.94%
1/2/2021,"44,607.00","45,239.30","45,941.70","43,764.10",2.78M,1.28%
29/01/2021,"44,045.10","41,445.90","44,045.10","41,445.90",4.43M,7.00%
28/01/2021,"41,164.90","42,148.40","43,764.10","41,164.90",7.03M,-6.98%
27/01/2021,"44,255.80","46,152.50","46,433.50","44,185.60",3.07M,-4.55%
26/01/2021,"46,363.20","47,416.90","47,416.90","46,012.00",3.58M,-1.49%
25/01/2021,"47,065.70","46,925.20","47,908.70","46,503.70",4.29M,0.15%
22/01/2021,"46,995.40","46,152.50","47,416.90","45,941.70",2.88M,1.98%
21/01/2021,"46,082.20","45,309.50","46,222.70","44,466.50",3.19M,3.63%
20/01/2021,"44,466.50","44,045.10","44,747.50","42,288.90",5.06M,2.10%
19/01/2021,"43,553.30","46,363.20","46,433.50","43,342.60",4.84M,-6.49%
18/01/2021,"46,574.00","47,065.70","47,065.70","46,503.70",1.67M,-0.45%
15/01/2021,"46,784.70","47,065.70","47,065.70","46,644.20",2.13M,0.30%
14/01/2021,"46,644.20","46,714.50","47,065.70","46,152.50",2.45M,-0.15%
13/01/2021,"46,714.50","46,293.00","47,346.70","46,293.00",3.60M,1.06%
12/1/2021,"46,222.70","45,660.80","46,363.20","44,958.30",3.36M,1.70%
11/1/2021,"45,450.00","44,888.00","45,450.00","44,466.50",2.72M,2.21%
8/1/2021,"44,466.50","44,255.80","44,747.50","43,974.80",3.75M,1.28%
7/1/2021,"43,904.60","43,974.80","44,185.60","43,483.10",2.97M,0.16%
6/1/2021,"43,834.30","44,326.10","44,677.30","43,764.10",2.48M,-0.48%
5/1/2021,"44,045.10","42,148.40","44,607.00","42,007.90",3.22M,4.15%
4/1/2021,"42,288.90","41,867.40","42,288.90","41,656.70",2.97M,1.86%
31/12/2020,"41,516.20","40,813.70","41,586.40","40,743.40",2.81M,1.72%
30/12/2020,"40,813.70","41,375.70","41,375.70","40,813.70",1.66M,-0.85%
29/12/2020,"41,164.90","40,673.20","41,305.40","40,462.40",3.00M,1.21%
28/12/2020,"40,673.20","40,673.20","41,164.90","40,392.20",3.03M,0.52%
25/12/2020,"40,462.40","40,041.00","40,462.40","39,760.00",2.24M,1.05%
24/12/2020,"40,041.00","40,392.20","40,602.90","39,619.50",3.29M,-0.87%
23/12/2020,"40,392.20","40,954.20","41,164.90","40,181.50",1.92M,-1.03%
22/12/2020,"40,813.70","40,322.00","41,094.70","40,111.20",3.56M,1.04%
21/12/2020,"40,392.20","40,251.70","40,602.90","40,111.20",3.18M,1.05%
18/12/2020,"39,970.70","39,689.70","40,111.20","39,689.70",2.12M,0.71%
17/12/2020,"39,689.70","39,970.70","40,111.20","39,338.50",4.96M,-1.05%
16/12/2020,"40,111.20","40,181.50","40,392.20","40,041.00",2.75M,0.71%
15/12/2020,"39,830.20","40,392.20","40,462.40","39,760.00",3.68M,-0.87%
14/12/2020,"40,181.50","40,041.00","40,743.40","39,970.70",1.99M,0.35%
11/12/2020,"40,041.00","39,760.00","40,041.00","39,549.20",2.42M,0.89%
10/12/2020,"39,689.70","40,041.00","40,532.70","39,689.70",2.92M,-1.74%
9/12/2020,"40,392.20","39,549.20","40,602.90","39,479.00",4.14M,2.31%
8/12/2020,"39,479.00","39,127.80","39,760.00","38,987.30",3.17M,0.90%
7/12/2020,"39,127.80","39,268.20","39,338.50","38,987.30",2.01M,0.00%
4/12/2020,"39,127.80","38,917.00","39,268.20","38,917.00",1.91M,0.18%
3/12/2020,"39,057.50","38,987.30","39,127.80","38,706.30",2.25M,0.00%
2/12/2020,"39,057.50","38,636.00","39,127.80","38,636.00",2.91M,0.72%
1/12/2020,"38,776.50","38,636.00","38,917.00","38,495.50",4.73M,-0.36%
30/11/2020,"38,917.00","39,830.20","39,830.20","38,917.00",3.81M,-1.42%
27/11/2020,"39,479.00","39,268.20","39,479.00","39,057.50",2.74M,0.90%
26/11/2020,"39,127.80","38,987.30","39,338.50","38,495.50",2.26M,0.91%
25/11/2020,"38,776.50","39,549.20","39,549.20","38,776.50",2.53M,-0.72%
24/11/2020,"39,057.50","39,268.20","39,689.70","38,636.00",4.15M,-0.54%
23/11/2020,"39,268.20","38,776.50","39,479.00","38,355.00",3.90M,1.27%
20/11/2020,"38,776.50","38,706.30","39,268.20","38,636.00",2.54M,0.18%
19/11/2020,"38,706.30","38,144.30","39,338.50","37,933.50",6.87M,2.04%
18/11/2020,"37,933.50","38,144.30","38,144.30","37,722.80",2.42M,0.00%
17/11/2020,"37,933.50","37,652.60","38,003.80","37,231.10",3.47M,1.31%
16/11/2020,"37,441.80","37,933.50","38,214.50","37,231.10",5.12M,-0.93%
13/11/2020,"37,793.10","37,793.10","37,793.10","37,582.30",1.82M,0.56%
12/11/2020,"37,582.30","37,231.10","37,582.30","37,160.80",1.70M,0.94%
11/11/2020,"37,231.10","37,512.10","37,512.10","37,020.30",2.30M,0.00%
10/11/2020,"37,231.10","37,933.50","37,933.50","37,231.10",2.40M,-0.75%
9/11/2020,"37,512.10","37,090.60","37,512.10","37,020.30",2.78M,1.91%
6/11/2020,"36,809.60","36,809.60","37,090.60","36,598.80",1.36M,0.77%
5/11/2020,"36,528.60","37,020.30","37,512.10","36,528.60",1.80M,-1.89%
4/11/2020,"37,231.10","37,231.10","37,441.80","36,879.80",1.89M,0.38%
3/11/2020,"37,090.60","36,458.40","37,160.80","36,317.90",3.54M,2.13%
2/11/2020,"36,317.90","36,177.40","36,317.90","35,966.60",1.20M,0.39%
30/10/2020,"36,177.40","36,107.10","36,177.40","35,474.90",2.03M,1.18%
29/10/2020,"35,755.90","35,404.60","36,036.90","35,264.10",3.75M,0.39%
28/10/2020,"35,615.40","36,528.60","36,809.60","35,615.40",4.96M,-2.69%
27/10/2020,"36,598.80","37,160.80","37,371.60","36,598.80",4.40M,-1.33%
26/10/2020,"37,090.60","37,863.30","38,284.80","37,090.60",5.32M,-2.04%
23/10/2020,"37,863.30","38,074.00","38,284.80","37,582.30",3.65M,-0.19%
22/10/2020,"37,933.50","37,090.60","37,933.50","36,950.10",3.24M,2.27%
21/10/2020,"37,090.60","37,371.60","38,284.80","37,090.60",4.56M,-0.75%
20/10/2020,"37,371.60","37,301.30","37,441.80","36,879.80",2.60M,-0.19%
19/10/2020,"37,441.80","37,652.60","37,793.10","37,231.10",3.22M,0.19%
16/10/2020,"37,371.60","35,966.60","37,863.30","35,755.90",7.96M,3.91%
15/10/2020,"35,966.60","35,966.60","36,107.10","35,615.40",2.66M,0.39%
14/10/2020,"35,826.10","35,685.60","36,107.10","35,404.60",3.33M,0.59%
13/10/2020,"35,615.40","35,755.90","35,826.10","35,474.90",1.69M,-0.39%
12/10/2020,"35,755.90","35,755.90","36,107.10","35,545.10",2.14M,0.20%
9/10/2020,"35,685.60","35,826.10","35,966.60","35,685.60",1.62M,-0.59%
8/10/2020,"35,896.40","35,474.90","36,177.40","35,334.40",4.23M,1.39%
7/10/2020,"35,404.60","35,264.10","35,615.40","35,264.10",2.06M,-0.20%
6/10/2020,"35,474.90","35,685.60","35,755.90","35,334.40",2.10M,0.00%
5/10/2020,"35,474.90","35,404.60","35,685.60","35,053.40",2.07M,0.40%
2/10/2020,"35,334.40","35,685.60","35,896.40","34,421.20",2.69M,-0.98%
1/10/2020,"35,685.60","35,264.10","35,685.60","35,264.10",1.25M,1.60%
30/09/2020,"35,123.70","35,264.10","35,404.60","34,948.00",3.45M,-0.40%
29/09/2020,"35,264.10","36,107.10","36,107.10","35,264.10",2.62M,-1.76%
28/09/2020,"35,896.40","35,755.90","36,036.90","35,545.10",1.81M,0.59%
25/09/2020,"35,685.60","35,615.40","35,685.60","35,123.70",1.66M,0.59%
24/09/2020,"35,474.90","35,615.40","35,826.10","35,264.10",2.39M,-1.17%
23/09/2020,"35,896.40","36,036.90","36,177.40","35,685.60",2.48M,-0.39%
22/09/2020,"36,036.90","35,685.60","36,036.90","35,545.10",2.25M,0.20%
21/09/2020,"35,966.60","36,036.90","36,317.90","35,966.60",2.11M,0.00%
18/09/2020,"35,966.60","35,193.90","36,107.10","35,123.70",4.56M,2.40%
17/09/2020,"35,123.70","35,334.40","35,474.90","35,053.40",2.16M,-0.99%
16/09/2020,"35,474.90","35,123.70","35,685.60","35,123.70",2.65M,1.00%
15/09/2020,"35,123.70","34,772.40","35,123.70","34,631.90",2.63M,1.42%
14/09/2020,"34,631.90","34,596.80","34,772.40","34,491.40",1.56M,0.30%
11/9/2020,"34,526.60","34,421.20","34,561.70","34,315.80",1.20M,-0.10%
10/9/2020,"34,561.70","34,772.40","34,983.20","34,491.40",1.39M,0.00%
9/9/2020,"34,561.70","34,175.30","34,772.40","34,140.20",2.06M,-0.61%
8/9/2020,"34,772.40","34,245.60","34,772.40","34,069.90",2.25M,2.06%
7/9/2020,"34,069.90","35,088.50","35,123.70","34,069.90",3.13M,-3.00%
4/9/2020,"35,123.70","34,772.40","35,123.70","34,772.40",2.12M,-0.79%
3/9/2020,"35,404.60","35,404.60","35,474.90","35,053.40",3.15M,1.00%
1/9/2020,"35,053.40","34,772.40","35,474.90","34,667.00",2.43M,0.81%
31/08/2020,"34,772.40","35,053.40","35,334.40","34,667.00",2.68M,-0.80%
28/08/2020,"35,053.40","35,264.10","35,896.40","35,053.40",5.53M,0.10%
27/08/2020,"35,018.30","33,894.30","35,193.90","33,894.30",5.14M,3.00%
26/08/2020,"33,999.70","34,280.70","34,315.80","33,859.20",1.83M,-0.92%
25/08/2020,"34,315.80","34,140.20","34,386.10","34,105.10",4.56M,0.83%
24/08/2020,"34,034.80","33,683.60","34,140.20","33,613.30",4.89M,2.22%
21/08/2020,"33,297.20","33,191.90","33,367.50","33,156.70",1.74M,0.74%
20/08/2020,"33,051.40","32,946.00","33,332.30","32,910.90",2.52M,0.43%
19/08/2020,"32,910.90","32,946.00","33,051.40","32,770.40",1.21M,0.00%
18/08/2020,"32,910.90","33,016.20","33,121.60","32,875.70",862.78K,-0.32%
17/08/2020,"33,016.20","32,946.00","33,016.20","32,665.00",1.45M,0.43%
14/08/2020,"32,875.70","33,082.10","33,150.80","32,635.00",2.25M,-0.31%
13/08/2020,"32,978.90","32,806.90","32,978.90","32,669.40",2.36M,0.95%
12/8/2020,"32,669.40","32,394.30","32,669.40","32,256.70",1.70M,1.06%
11/8/2020,"32,325.50","32,635.00","32,635.00","32,325.50",1.67M,-0.42%
10/8/2020,"32,463.10","32,566.20","32,875.70","32,394.30",1.60M,0.21%
7/8/2020,"32,394.30","32,187.90","32,875.70","32,187.90",1.77M,0.64%
6/8/2020,"32,187.90","32,325.50","32,497.40","32,119.20",1.59M,-0.43%
5/8/2020,"32,325.50","31,981.60","32,428.70","31,809.70",1.83M,0.97%
4/8/2020,"32,016.00","31,981.60","32,187.90","31,775.30",1.45M,1.42%
3/8/2020,"31,568.90","30,606.10","31,568.90","30,606.10",1.92M,3.15%
31/07/2020,"30,606.10","30,262.20","31,087.50","30,262.20",1.53M,-1.44%
30/07/2020,"31,053.10","30,674.80","31,053.10","30,674.80",844.89K,1.35%
29/07/2020,"30,640.40","30,537.30","30,881.20","30,124.60",2.14M,-2.52%
28/07/2020,"31,431.40","30,537.30","31,500.20","30,365.30",2.70M,3.37%
27/07/2020,"30,405.30","31,309.80","31,936.00","30,335.70",4.52M,-4.79%
24/07/2020,"31,936.00","32,979.70","33,084.00","31,588.10",4.38M,-3.87%
23/07/2020,"33,223.20","32,979.70","33,223.20","32,770.90",1.27M,0.74%
22/07/2020,"32,979.70","33,397.10","33,397.10","32,910.10",1.13M,-0.84%
21/07/2020,"33,258.00","33,049.30","33,362.40","32,875.30",1.30M,0.84%
20/07/2020,"32,979.70","33,466.70","33,536.30","32,944.90",2.83M,-1.46%
17/07/2020,"33,466.70","33,745.00","33,745.00","33,466.70",1.81M,-1.03%
16/07/2020,"33,814.60","33,779.80","33,919.00","33,675.50",1.46M,0.00%
15/07/2020,"33,814.60","33,884.20","34,058.10","33,675.50",2.09M,0.10%
14/07/2020,"33,779.80","33,605.90","33,988.60","33,605.90",2.14M,-0.21%
13/07/2020,"33,849.40","33,397.10","34,058.10","33,223.20",3.67M,1.78%
10/7/2020,"33,258.00","33,466.70","33,571.10","33,049.30",1.61M,-1.14%
9/7/2020,"33,640.70","33,327.60","33,675.50","33,258.00",3.17M,1.36%
8/7/2020,"33,188.40","32,910.10","33,327.60","32,910.10",2.03M,0.53%
7/7/2020,"33,014.50","32,701.40","33,327.60","32,701.40",3.78M,1.39%
6/7/2020,"32,562.20","32,353.50","32,666.60","32,214.30",1.50M,1.19%
3/7/2020,"32,179.50","32,353.50","32,353.50","32,075.20",731.07K,0.22%
2/7/2020,"32,110.00","32,214.30","32,214.30","31,970.80",744.04K,-0.11%
1/7/2020,"32,144.80","32,005.60","32,214.30","31,866.40",1.20M,1.20%
30/06/2020,"31,762.10","32,110.00","32,283.90","31,588.10",2.20M,-0.87%
29/06/2020,"32,040.40","32,423.10","32,423.10","31,901.20",1.77M,-1.71%
26/06/2020,"32,597.00","32,562.20","32,805.70","32,492.60",831.97K,0.11%
25/06/2020,"32,562.20","32,457.90","32,770.90","32,423.10",1.01M,-0.85%
24/06/2020,"32,840.50","33,327.60","33,362.40","32,736.20",837.66K,-0.74%
23/06/2020,"33,084.00","32,666.60","33,675.50","32,527.40",2.34M,1.17%
22/06/2020,"32,701.40","32,701.40","32,701.40","32,597.00",1.09M,0.00%
19/06/2020,"32,701.40","32,423.10","32,701.40","32,423.10",1.03M,0.86%
18/06/2020,"32,423.10","32,214.30","32,492.60","32,110.00",1.14M,0.54%
17/06/2020,"32,249.10","32,492.60","32,527.40","32,179.50",1.09M,-0.54%
16/06/2020,"32,423.10","32,423.10","32,562.20","32,214.30",1.52M,1.30%
15/06/2020,"32,005.60","33,397.10","33,397.10","31,936.00",1.67M,-2.13%
12/6/2020,"32,701.40","31,309.80","32,701.40","31,309.80",4.34M,2.17%
11/6/2020,"32,005.60","33,953.80","33,953.80","32,005.60",5.90M,-5.74%
10/6/2020,"33,953.80","34,092.90","34,092.90","33,675.50",1.80M,-0.31%
9/6/2020,"34,058.10","34,510.40","34,545.20","34,023.30",2.06M,-0.81%
8/6/2020,"34,336.40","34,092.90","34,788.70","34,092.90",5.68M,1.33%
5/6/2020,"33,884.20","33,675.50","33,884.20","33,501.50",1.71M,0.62%
4/6/2020,"33,675.50","34,023.30","34,023.30","33,675.50",1.74M,-0.51%
3/6/2020,"33,849.40","33,397.10","34,058.10","33,327.60",2.61M,1.35%
2/6/2020,"33,397.10","33,605.90","33,745.00","33,397.10",2.01M,-0.62%
1/6/2020,"33,605.90","33,397.10","33,640.70","33,397.10",1.79M,0.73%
29/05/2020,"33,362.40","33,397.10","33,466.70","33,049.30",1.86M,-0.10%
28/05/2020,"33,397.10","33,536.30","33,814.60","33,397.10",1.65M,0.00%
27/05/2020,"33,397.10","34,023.30","34,371.20","33,397.10",2.90M,-1.64%
26/05/2020,"33,953.80","33,745.00","33,953.80","33,640.70",2.23M,0.72%
25/05/2020,"33,710.20","33,745.00","33,814.60","33,258.00",2.81M,0.00%
22/05/2020,"33,710.20","34,092.90","34,092.90","33,710.20",2.39M,-1.72%
21/05/2020,"34,301.70","34,023.30","34,301.70","33,988.60",2.77M,0.82%
20/05/2020,"34,023.30","34,092.90","34,092.90","33,779.80",1.72M,-0.71%
19/05/2020,"34,266.90","34,232.10","34,580.00","33,814.60",3.97M,1.86%
18/05/2020,"33,640.70","33,049.30","33,640.70","32,979.70",2.76M,0.73%
15/05/2020,"33,397.10","33,605.90","34,023.30","33,223.20",3.35M,-1.44%
14/05/2020,"33,884.20","34,058.10","34,162.50","33,745.00",3.58M,-1.32%
13/05/2020,"34,336.40","33,049.30","34,475.60","32,979.70",9.46M,6.02%
12/5/2020,"32,387.00","32,148.90","32,387.00","31,910.70",4.49M,0.74%
11/5/2020,"32,148.90","32,148.90","32,387.00","31,732.10",3.36M,0.56%
8/5/2020,"31,970.30","31,910.70","32,803.70","31,910.70",5.69M,0.37%
7/5/2020,"31,851.20","31,553.50","31,851.20","31,196.30",3.22M,1.13%
6/5/2020,"31,494.00","30,362.80","31,613.10","30,362.80",5.51M,3.93%
5/5/2020,"30,303.30","30,243.70","30,362.80","30,005.60",1.08M,0.79%
4/5/2020,"30,065.10","29,886.50","30,303.30","29,648.40",1.42M,-0.59%
29/04/2020,"30,243.70","30,243.70","30,601.00","30,065.10",2.14M,0.20%
28/04/2020,"30,184.20","30,184.20","30,243.70","29,886.50",1.55M,0.00%
27/04/2020,"30,184.20","30,660.50","30,660.50","30,065.10",2.25M,-0.59%
24/04/2020,"30,362.80","30,303.30","30,481.90","29,827.00",2.24M,0.00%
23/04/2020,"30,362.80","31,017.70","31,077.20","30,362.80",2.16M,-0.20%
22/04/2020,"30,422.40","29,053.00","30,481.90","28,993.50",3.88M,3.65%
21/04/2020,"29,350.70","30,065.10","30,303.30","29,112.60",5.93M,-3.90%
20/04/2020,"30,541.40","30,898.60","30,958.20","30,184.20",3.55M,0.20%
17/04/2020,"30,481.90","30,481.90","30,541.40","29,886.50",4.18M,1.79%
16/04/2020,"29,946.10","29,588.90","30,243.70","29,350.70",2.39M,0.40%
15/04/2020,"29,827.00","30,065.10","30,243.70","29,678.20",3.50M,1.21%
14/04/2020,"29,469.80","28,338.60","29,469.80","27,981.40",6.46M,6.45%
13/04/2020,"27,683.70","27,624.20","27,981.40","27,445.60",1.99M,0.22%
10/4/2020,"27,624.20","27,743.30","27,981.40","27,326.50",2.99M,-0.96%
9/4/2020,"27,892.10","27,981.40","28,338.60","27,683.70",3.40M,0.00%
8/4/2020,"27,892.10","27,445.60","28,011.20","27,237.20",2.50M,-0.95%
7/4/2020,"28,160.00","28,279.10","28,398.20","27,683.70",3.91M,-0.42%
6/4/2020,"28,279.10","27,386.10","28,279.10","27,088.40",4.32M,6.50%
3/4/2020,"26,552.60","25,600.00","26,582.30","25,421.40",3.29M,5.44%
1/4/2020,"25,183.30","24,290.30","25,719.10","24,290.30",2.31M,2.92%
31/03/2020,"24,468.90","24,707.00","25,242.80","23,873.50",2.64M,1.73%
30/03/2020,"24,052.10","24,111.60","24,468.90","23,873.50",3.42M,-6.26%
27/03/2020,"25,659.60","26,433.50","26,433.50","25,540.50",4.18M,-2.49%
26/03/2020,"26,314.40","27,088.40","27,296.80","26,314.40",3.74M,-3.91%
25/03/2020,"27,386.10","27,386.10","27,624.20","26,880.00",3.38M,3.37%
24/03/2020,"26,493.00","26,790.70","26,790.70","25,897.70",3.48M,0.23%
23/03/2020,"26,433.50","27,445.60","27,921.90","26,433.50",4.49M,-6.92%
20/03/2020,"28,398.20","28,695.80","28,725.60","28,189.80",2.05M,0.00%
19/03/2020,"28,398.20","28,338.60","28,636.30","28,338.60",2.06M,-1.45%
18/03/2020,"28,814.90","29,172.10","29,231.70","28,785.10",2.61M,-0.21%
17/03/2020,"28,874.40","27,981.40","28,874.40","27,683.70",3.93M,1.89%
16/03/2020,"28,338.60","28,666.10","29,588.90","28,279.10",3.01M,-1.14%
13/03/2020,"28,666.10","26,969.30","29,767.50","26,909.80",4.63M,0.10%
12/3/2020,"28,636.30","28,934.00","29,350.70","28,160.00",6.32M,-5.31%
11/3/2020,"30,243.70","30,958.20","31,255.80","29,469.80",4.37M,-1.74%
10/3/2020,"30,779.60","30,362.80","30,958.20","29,946.10",3.22M,2.78%
9/3/2020,"29,946.10","30,481.90","30,958.20","29,946.10",7.51M,-6.85%
6/3/2020,"32,148.90","32,267.90","32,327.50","31,851.20",2.07M,-1.10%
5/3/2020,"32,506.10","33,041.90","33,280.00","32,506.10",2.06M,-1.62%
4/3/2020,"33,041.90","33,041.90","33,041.90","32,684.70",2.64M,-0.72%
3/3/2020,"33,280.00","33,458.60","33,934.90","33,161.00",1.89M,0.36%
2/3/2020,"33,161.00","32,803.70","33,458.60","32,625.10",2.84M,1.09%
28/02/2020,"32,803.70","32,744.20","33,161.00","32,506.10",3.38M,-1.61%
27/02/2020,"33,339.60","32,744.20","33,637.20","32,506.10",4.65M,1.82%
26/02/2020,"32,744.20","31,791.70","32,863.30","31,553.50",5.11M,1.85%
25/02/2020,"32,148.90","31,017.70","32,148.90","30,958.20",2.23M,2.86%
24/02/2020,"31,255.80","31,613.10","32,089.30","31,255.80",3.59M,-4.02%
21/02/2020,"32,565.60","33,280.00","33,280.00","32,565.60",2.31M,-1.97%
20/02/2020,"33,220.50","33,399.10","33,577.70","33,041.90",1.24M,0.18%
19/02/2020,"33,161.00","33,280.00","33,458.60","33,041.90",1.08M,-0.54%
18/02/2020,"33,339.60","32,387.00","33,339.60","32,327.50",2.79M,3.32%
17/02/2020,"32,267.90","32,506.10","32,506.10","32,148.90",1.15M,-0.55%
14/02/2020,"32,446.50","32,208.40","32,446.50","32,148.90",1.40M,0.37%
13/02/2020,"32,327.50","32,208.40","32,446.50","31,970.30",1.64M,0.37%
12/2/2020,"32,208.40","32,029.80","32,565.60","31,970.30",1.75M,0.93%
11/2/2020,"31,910.70","31,494.00","31,970.30","31,374.90",1.72M,1.90%
10/2/2020,"31,315.40","31,196.30","31,553.50","31,017.70",1.17M,-1.31%
7/2/2020,"31,732.10","31,553.50","31,851.20","31,434.40",1.93M,-0.56%
6/2/2020,"31,910.70","31,255.80","31,910.70","30,839.10",2.71M,3.08%
5/2/2020,"30,958.20","31,136.80","31,434.40","30,958.20",2.62M,0.39%
4/2/2020,"30,839.10","31,196.30","31,196.30","30,362.80",2.62M,0.58%
3/2/2020,"30,660.50","29,529.30","31,255.80","29,172.10",5.72M,-0.96%
31/01/2020,"30,958.20","32,148.90","32,684.70","30,958.20",6.54M,-4.94%
30/01/2020,"32,565.60","32,922.80","33,220.50","32,089.30",4.19M,-3.19%
22/01/2020,"33,637.20","32,744.20","33,637.20","32,565.60",5.02M,1.80%
21/01/2020,"33,041.90","34,411.20","34,530.30","33,041.90",6.91M,-3.31%
20/01/2020,"34,173.10","34,232.60","34,530.30","34,054.00",1.95M,-0.35%
17/01/2020,"34,292.10","34,530.30","34,589.80","33,934.90",2.20M,-0.69%
16/01/2020,"34,530.30","33,934.90","34,649.30","33,934.90",3.08M,1.75%
15/01/2020,"33,934.90","33,934.90","33,994.40","33,815.80",1.49M,0.00%
14/01/2020,"33,934.90","33,994.40","34,173.10","33,934.90",1.15M,-0.18%
13/01/2020,"33,994.40","34,173.10","34,292.10","33,934.90",1.25M,-0.70%
10/1/2020,"34,232.60","34,232.60","34,411.20","33,994.40",1.62M,-0.17%
9/1/2020,"34,292.10","34,113.50","34,351.70","33,994.40",1.53M,1.41%
8/1/2020,"33,815.80","34,232.60","34,351.70","33,815.80",2.88M,-2.24%
7/1/2020,"34,589.80","34,113.50","34,589.80","33,934.90",1.33M,1.93%
6/1/2020,"33,934.90","33,994.40","34,292.10","33,815.80",1.73M,-1.04%
3/1/2020,"34,292.10","35,066.10","35,185.10","34,173.10",3.25M,-1.71%
2/1/2020,"34,887.50","34,708.90","35,125.60","34,530.30",1.42M,0.51%
31/12/2019,"34,708.90","34,887.50","34,947.00","34,530.30",1.09M,-0.51%
30/12/2019,"34,887.50","34,411.20","35,066.10","34,292.10",4.57M,1.74%
27/12/2019,"34,292.10","34,173.10","34,411.20","33,815.80",1.59M,0.35%
26/12/2019,"34,173.10","34,411.20","34,589.80","34,173.10",1.78M,-0.17%
25/12/2019,"34,232.60","33,577.70","34,470.70","33,577.70",2.55M,1.95%
24/12/2019,"33,577.70","33,577.70","33,637.20","33,399.10",1.10M,0.53%
23/12/2019,"33,399.10","33,875.40","33,934.90","33,339.60",1.22M,-0.71%
20/12/2019,"33,637.20","33,339.60","33,756.30","33,220.50",1.23M,1.25%
19/12/2019,"33,220.50","33,041.90","33,458.60","32,982.40",1.30M,0.54%
18/12/2019,"33,041.90","32,982.40","33,339.60","32,744.20",1.62M,0.18%
17/12/2019,"32,982.40","33,458.60","33,577.70","32,803.70",3.51M,-1.95%
16/12/2019,"33,637.20","33,994.40","33,994.40","33,577.70",1.54M,-1.05%
13/12/2019,"33,994.40","34,054.00","34,232.60","33,875.40",2.67M,0.18%
12/12/2019,"33,934.90","33,815.80","34,054.00","33,756.30",1.50M,0.89%
11/12/2019,"33,637.20","33,041.90","33,696.80","32,863.30",1.39M,1.80%
10/12/2019,"33,041.90","32,922.80","33,220.50","32,625.10",1.26M,0.36%
9/12/2019,"32,922.80","32,863.30","33,220.50","32,744.20",1.11M,0.55%
6/12/2019,"32,744.20","32,744.20","32,982.40","32,565.60",882.63K,0.18%
5/12/2019,"32,684.70","33,041.90","33,220.50","32,625.10",1.82M,-0.90%
4/12/2019,"32,982.40","32,446.50","33,041.90","32,148.90",1.48M,1.65%
3/12/2019,"32,446.50","32,267.90","32,863.30","31,732.10",2.57M,-0.18%
2/12/2019,"32,506.10","33,637.20","33,637.20","32,506.10",3.16M,-3.19%
29/11/2019,"33,577.70","33,339.60","33,815.80","33,220.50",1.17M,0.71%
28/11/2019,"33,339.60","33,875.40","33,875.40","33,220.50",2.18M,-1.75%
27/11/2019,"33,934.90","34,054.00","34,173.10","33,875.40",1.29M,-0.18%
26/11/2019,"33,994.40","33,934.90","34,054.00","33,815.80",1.54M,0.88%
25/11/2019,"33,696.80","33,399.10","33,934.90","33,220.50",1.73M,1.07%
22/11/2019,"33,339.60","33,518.20","33,994.40","33,041.90",2.58M,0.00%
21/11/2019,"33,339.60","33,815.80","33,994.40","33,280.00",5.24M,-1.41%
20/11/2019,"33,815.80","34,649.30","34,649.30","33,696.80",3.64M,-2.57%
