Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
30/10/2023,"85,000.00","87,000.00","87,100.00","85,000.00",1.87M,-2.30%
27/10/2023,"87,000.00","87,500.00","88,000.00","86,300.00",2.03M,0.23%
26/10/2023,"86,800.00","88,300.00","89,900.00","86,000.00",5.91M,-4.51%
25/10/2023,"90,900.00","91,800.00","92,700.00","90,900.00",1.84M,-1.20%
24/10/2023,"92,000.00","92,400.00","92,400.00","90,800.00",1.61M,1.10%
23/10/2023,"91,000.00","93,800.00","93,800.00","90,800.00",1.97M,-2.05%
20/10/2023,"92,900.00","92,500.00","93,000.00","90,100.00",2.86M,0.98%
19/10/2023,"92,000.00","94,000.00","94,300.00","92,000.00",3.03M,-1.08%
18/10/2023,"93,000.00","94,900.00","94,900.00","91,000.00",6.14M,-0.11%
17/10/2023,"93,100.00","97,800.00","97,800.00","93,100.00",2.42M,-3.82%
16/10/2023,"96,800.00","96,800.00","98,900.00","96,300.00",4.97M,0.73%
13/10/2023,"96,100.00","96,000.00","96,300.00","95,300.00",2.36M,-0.31%
12/10/2023,"96,400.00","97,000.00","97,800.00","96,000.00",1.88M,-0.62%
11/10/2023,"97,000.00","95,900.00","98,000.00","95,900.00",2.36M,0.73%
10/10/2023,"96,300.00","96,500.00","97,200.00","95,400.00",3.26M,0.73%
9/10/2023,"95,600.00","92,400.00","95,600.00","92,200.00",3.66M,3.13%
6/10/2023,"92,700.00","91,500.00","92,800.00","91,000.00",1.15M,1.20%
5/10/2023,"91,600.00","92,800.00","93,300.00","91,600.00",1.37M,-0.97%
4/10/2023,"92,500.00","91,300.00","93,400.00","91,300.00",1.59M,0.33%
3/10/2023,"92,200.00","92,200.00","93,500.00","91,500.00",2.01M,-1.07%
2/10/2023,"93,200.00","93,400.00","93,800.00","92,000.00",1.14M,0.43%
29/09/2023,"92,800.00","94,000.00","94,900.00","92,800.00",1.64M,-1.28%
28/09/2023,"94,000.00","94,100.00","94,300.00","91,400.00",1.76M,-0.32%
27/09/2023,"94,300.00","93,900.00","94,300.00","90,400.00",4.51M,0.86%
26/09/2023,"93,500.00","94,200.00","95,500.00","93,100.00",2.15M,-0.85%
25/09/2023,"94,300.00","97,000.00","97,600.00","94,300.00",2.10M,-2.48%
22/09/2023,"96,700.00","95,100.00","97,000.00","92,600.00",6.86M,-0.10%
21/09/2023,"96,800.00","98,500.00","98,900.00","96,300.00",3.42M,-1.73%
20/09/2023,"98,500.00","98,800.00","99,700.00","98,500.00",2.44M,0.10%
19/09/2023,"98,400.00","96,800.00","98,400.00","95,900.00",3.58M,1.55%
18/09/2023,"96,900.00","96,900.00","96,900.00","95,700.00",2.03M,-0.62%
15/09/2023,"97,500.00","96,000.00","97,800.00","95,300.00",2.13M,1.67%
14/09/2023,"95,900.00","98,000.00","98,000.00","95,500.00",2.32M,-2.14%
13/09/2023,"98,000.00","98,900.00","99,000.00","97,400.00",2.89M,-0.91%
12/9/2023,"98,900.00","97,400.00","98,900.00","97,400.00",2.68M,1.54%
11/9/2023,"97,400.00","98,700.00","99,500.00","95,300.00",5.15M,-0.20%
8/9/2023,"97,600.00","97,500.00","98,500.00","97,000.00",2.12M,-0.31%
7/9/2023,"97,900.00","99,000.00","100,800.00","97,600.00",3.25M,-1.11%
6/9/2023,"99,000.00","97,100.00","99,000.00","96,300.00",2.49M,2.27%
5/9/2023,"96,800.00","97,100.00","98,700.00","96,800.00",1.44M,0.10%
31/08/2023,"96,700.00","96,600.00","97,500.00","96,100.00",1.40M,0.10%
30/08/2023,"96,600.00","93,200.00","98,200.00","93,100.00",2.36M,3.21%
29/08/2023,"93,600.00","94,000.00","94,000.00","92,800.00",1.55M,-0.43%
28/08/2023,"94,000.00","92,000.00","94,300.00","91,000.00",2.95M,3.75%
25/08/2023,"90,600.00","89,500.00","91,000.00","89,100.00",2.79M,0.67%
24/08/2023,"90,000.00","85,500.00","90,100.00","85,100.00",5.25M,4.05%
23/08/2023,"86,500.00","86,400.00","86,800.00","84,700.00",1.42M,0.00%
22/08/2023,"86,500.00","86,300.00","86,500.00","83,000.00",2.33M,0.70%
21/08/2023,"85,900.00","85,900.00","86,700.00","85,500.00",2.45M,0.47%
18/08/2023,"85,500.00","85,600.00","87,900.00","84,300.00",3.94M,-0.58%
17/08/2023,"86,000.00","85,000.00","87,200.00","85,000.00",3.69M,1.06%
16/08/2023,"85,100.00","83,200.00","85,200.00","83,200.00",2.60M,1.31%
15/08/2023,"84,000.00","82,600.00","84,300.00","81,500.00",1.68M,1.69%
14/08/2023,"82,600.00","82,100.00","83,200.00","82,000.00",1.01M,0.73%
11/8/2023,"82,000.00","82,000.00","83,000.00","81,500.00",1.14M,-0.24%
10/8/2023,"82,200.00","83,100.00","83,300.00","82,200.00",1.34M,-1.08%
9/8/2023,"83,100.00","84,000.00","84,700.00","83,000.00",982.70K,-1.31%
8/8/2023,"84,200.00","84,000.00","84,600.00","83,800.00",636.00K,-0.36%
7/8/2023,"84,500.00","83,600.00","84,500.00","83,300.00",752.50K,1.44%
4/8/2023,"83,300.00","84,000.00","84,500.00","83,300.00",1.62M,-0.48%
3/8/2023,"83,700.00","83,800.00","84,200.00","82,900.00",907.90K,0.24%
2/8/2023,"83,500.00","84,500.00","84,800.00","83,500.00",996.30K,-1.18%
1/8/2023,"84,500.00","85,600.00","86,300.00","84,500.00",1.29M,-1.29%
31/07/2023,"85,600.00","84,700.00","85,800.00","84,400.00",1.47M,1.42%
28/07/2023,"84,400.00","83,500.00","84,400.00","83,100.00",898.40K,0.84%
27/07/2023,"83,700.00","82,800.00","84,400.00","82,800.00",1.42M,1.21%
26/07/2023,"82,700.00","81,200.00","82,700.00","81,100.00",1.27M,1.72%
25/07/2023,"81,300.00","81,000.00","82,200.00","81,000.00",1.06M,0.37%
24/07/2023,"81,000.00","81,000.00","81,300.00","80,600.00",1.17M,0.00%
21/07/2023,"81,000.00","79,700.00","81,000.00","79,600.00",1.27M,0.87%
20/07/2023,"80,300.00","78,600.00","81,300.00","78,500.00",2.29M,2.29%
19/07/2023,"78,500.00","78,500.00","78,900.00","78,300.00",708.60K,-0.25%
18/07/2023,"78,700.00","79,000.00","79,000.00","78,100.00",718.30K,-0.38%
17/07/2023,"79,000.00","79,000.00","79,200.00","78,500.00",1.15M,0.89%
14/07/2023,"78,300.00","76,900.00","78,300.00","76,100.00",2.82M,3.30%
13/07/2023,"75,800.00","75,800.00","75,800.00","75,400.00",1.25M,0.66%
12/7/2023,"75,300.00","75,000.00","75,700.00","74,900.00",904.90K,0.40%
11/7/2023,"75,000.00","75,300.00","75,400.00","75,000.00",1.09M,-0.40%
10/7/2023,"75,300.00","75,300.00","75,900.00","74,900.00",1.15M,0.00%
7/7/2023,"75,300.00","74,200.00","75,500.00","74,200.00",896.30K,0.94%
6/7/2023,"74,600.00","74,800.00","75,200.00","74,000.00",1.52M,-0.27%
5/7/2023,"74,800.00","75,100.00","76,500.00","74,800.00",1.79M,-14.02%
4/7/2023,"87,000.00","86,400.00","87,000.00","86,200.00",1.33M,0.69%
3/7/2023,"86,400.00","86,500.00","86,800.00","86,000.00",1.04M,0.47%
30/06/2023,"86,000.00","86,500.00","86,600.00","86,000.00",733.50K,-0.58%
29/06/2023,"86,500.00","87,000.00","87,100.00","86,500.00",562.40K,-0.57%
28/06/2023,"87,000.00","87,400.00","87,800.00","87,000.00",964.90K,-0.34%
27/06/2023,"87,300.00","86,000.00","87,300.00","86,000.00",1.54M,1.75%
26/06/2023,"85,800.00","85,100.00","85,800.00","84,600.00",859.40K,0.82%
23/06/2023,"85,100.00","85,600.00","85,600.00","84,800.00",822.00K,-0.47%
22/06/2023,"85,500.00","86,100.00","86,500.00","84,700.00",1.02M,-0.35%
21/06/2023,"85,800.00","85,500.00","86,400.00","85,400.00",705.80K,0.35%
20/06/2023,"85,500.00","85,000.00","85,800.00","84,700.00",944.50K,0.94%
19/06/2023,"84,700.00","84,700.00","85,500.00","84,500.00",663.20K,0.24%
16/06/2023,"84,500.00","84,100.00","86,200.00","83,400.00",2.23M,0.48%
15/06/2023,"84,100.00","84,200.00","84,400.00","83,600.00",798.60K,-0.12%
14/06/2023,"84,200.00","84,300.00","84,800.00","84,100.00",658.60K,-0.24%
13/06/2023,"84,400.00","84,400.00","84,900.00","84,300.00",466.80K,-0.59%
12/6/2023,"84,900.00","84,500.00","84,900.00","83,600.00",519.70K,0.35%
9/6/2023,"84,600.00","84,300.00","84,700.00","83,700.00",680.20K,1.20%
8/6/2023,"83,600.00","84,700.00","84,900.00","83,500.00",1.24M,-1.65%
7/6/2023,"85,000.00","85,000.00","85,400.00","84,300.00",705.80K,-0.35%
6/6/2023,"85,300.00","85,300.00","85,300.00","84,700.00",514.00K,0.35%
5/6/2023,"85,000.00","83,900.00","85,200.00","83,800.00",1.43M,1.43%
2/6/2023,"83,800.00","83,500.00","84,300.00","83,100.00",735.90K,0.36%
1/6/2023,"83,500.00","84,000.00","84,000.00","83,100.00",537.30K,-0.71%
31/05/2023,"84,100.00","84,200.00","84,200.00","83,100.00",839.40K,0.12%
30/05/2023,"84,000.00","83,000.00","84,900.00","82,900.00",1.66M,1.08%
29/05/2023,"83,100.00","83,500.00","83,700.00","82,900.00",879.60K,0.00%
26/05/2023,"83,100.00","83,100.00","83,400.00","82,300.00",864.40K,-0.12%
25/05/2023,"83,200.00","81,200.00","83,400.00","81,000.00",1.34M,2.34%
24/05/2023,"81,300.00","82,000.00","82,100.00","81,100.00",464.30K,-0.85%
23/05/2023,"82,000.00","82,500.00","82,500.00","81,400.00",656.50K,-0.61%
22/05/2023,"82,500.00","82,800.00","82,800.00","82,000.00",561.00K,-0.36%
19/05/2023,"82,800.00","83,000.00","83,300.00","81,800.00",1.07M,-0.12%
18/05/2023,"82,900.00","81,800.00","83,000.00","81,400.00",1.55M,1.72%
17/05/2023,"81,500.00","81,900.00","82,700.00","81,100.00",976.20K,0.00%
16/05/2023,"81,500.00","81,000.00","81,700.00","80,800.00",766.50K,0.62%
15/05/2023,"81,000.00","81,400.00","81,800.00","80,800.00",934.70K,0.62%
12/5/2023,"80,500.00","79,300.00","80,600.00","78,800.00",1.08M,1.77%
11/5/2023,"79,100.00","79,100.00","79,600.00","79,000.00",475.90K,0.13%
10/5/2023,"79,000.00","79,000.00","79,600.00","79,000.00",632.50K,0.13%
9/5/2023,"78,900.00","78,600.00","79,800.00","78,600.00",605.90K,0.51%
8/5/2023,"78,500.00","78,500.00","78,900.00","78,400.00",362.90K,0.13%
5/5/2023,"78,400.00","78,600.00","78,600.00","78,200.00",319.20K,-0.13%
4/5/2023,"78,500.00","77,800.00","78,700.00","77,600.00",497.20K,1.29%
28/04/2023,"77,500.00","78,800.00","78,800.00","77,500.00",945.60K,-1.02%
27/04/2023,"78,300.00","78,100.00","78,800.00","78,100.00",221.00K,0.00%
26/04/2023,"78,300.00","78,100.00","78,400.00","77,600.00",772.00K,-0.13%
25/04/2023,"78,400.00","79,100.00","79,300.00","78,300.00",540.00K,-0.88%
24/04/2023,"79,100.00","79,500.00","80,600.00","79,000.00",794.50K,-0.25%
21/04/2023,"79,300.00","80,000.00","80,000.00","79,300.00",324.00K,-0.13%
20/04/2023,"79,400.00","79,800.00","79,800.00","79,200.00",364.40K,0.13%
19/04/2023,"79,300.00","79,800.00","79,800.00","79,300.00",419.80K,-0.13%
18/04/2023,"79,400.00","79,600.00","80,000.00","79,200.00",301.60K,-0.25%
17/04/2023,"79,600.00","79,600.00","79,700.00","79,000.00",449.90K,0.00%
14/04/2023,"79,600.00","79,900.00","80,100.00","79,300.00",398.80K,0.00%
13/04/2023,"79,600.00","80,300.00","80,400.00","79,300.00",540.50K,-0.87%
12/4/2023,"80,300.00","80,300.00","80,500.00","79,900.00",574.70K,0.00%
11/4/2023,"80,300.00","80,200.00","80,500.00","80,100.00",534.00K,0.00%
10/4/2023,"80,300.00","81,000.00","81,000.00","80,100.00",769.80K,-0.25%
7/4/2023,"80,500.00","80,200.00","80,700.00","80,000.00",359.80K,0.25%
6/4/2023,"80,300.00","80,700.00","81,500.00","80,300.00",612.90K,-0.37%
5/4/2023,"80,600.00","80,500.00","80,600.00","79,700.00",422.00K,0.12%
4/4/2023,"80,500.00","80,900.00","81,000.00","80,000.00",584.60K,-0.49%
3/4/2023,"80,900.00","79,400.00","80,900.00","79,100.00",1.17M,2.28%
31/03/2023,"79,100.00","79,100.00","79,500.00","79,000.00",671.60K,0.00%
30/03/2023,"79,100.00","79,000.00","79,300.00","78,800.00",408.40K,0.13%
29/03/2023,"79,000.00","79,200.00","79,300.00","78,600.00",404.50K,-0.25%
28/03/2023,"79,200.00","79,200.00","79,200.00","77,500.00",1.00M,0.13%
27/03/2023,"79,100.00","78,900.00","79,200.00","78,500.00",767.20K,0.64%
24/03/2023,"78,600.00","78,300.00","78,800.00","78,000.00",366.70K,0.77%
23/03/2023,"78,000.00","78,400.00","78,500.00","77,600.00",356.60K,-0.64%
22/03/2023,"78,500.00","78,200.00","78,600.00","77,600.00",610.40K,0.51%
21/03/2023,"78,100.00","78,600.00","78,700.00","77,100.00",536.20K,0.64%
20/03/2023,"77,600.00","79,100.00","79,300.00","77,600.00",769.80K,-1.77%
17/03/2023,"79,000.00","79,600.00","80,000.00","78,600.00",429.40K,-0.25%
16/03/2023,"79,200.00","80,000.00","80,000.00","78,400.00",850.00K,-1.61%
15/03/2023,"80,500.00","79,100.00","80,500.00","79,100.00",691.80K,2.29%
14/03/2023,"78,700.00","79,000.00","79,100.00","78,500.00",427.40K,-0.25%
13/03/2023,"78,900.00","78,100.00","79,400.00","78,100.00",886.50K,-0.75%
10/3/2023,"79,500.00","80,200.00","80,400.00","79,000.00",640.90K,-1.36%
9/3/2023,"80,600.00","79,500.00","80,700.00","79,200.00",640.30K,1.38%
8/3/2023,"79,500.00","78,500.00","79,500.00","78,500.00",510.60K,0.89%
7/3/2023,"78,800.00","79,100.00","79,900.00","78,800.00",792.00K,0.77%
6/3/2023,"78,200.00","78,100.00","79,800.00","78,100.00",817.20K,-0.38%
3/3/2023,"78,500.00","79,300.00","80,000.00","78,500.00",740.80K,-1.88%
2/3/2023,"80,000.00","80,000.00","80,500.00","79,800.00",430.80K,-0.62%
1/3/2023,"80,500.00","79,500.00","80,500.00","78,700.00",1.38M,0.00%
28/02/2023,"80,500.00","80,000.00","80,700.00","79,500.00",524.30K,0.25%
27/02/2023,"80,300.00","80,000.00","80,500.00","79,900.00",1.02M,-0.62%
24/02/2023,"80,800.00","81,100.00","81,300.00","80,400.00",559.20K,-0.74%
23/02/2023,"81,400.00","81,700.00","81,700.00","80,600.00",1.16M,-0.49%
22/02/2023,"81,800.00","82,300.00","82,500.00","81,800.00",747.20K,-1.21%
21/02/2023,"82,800.00","82,800.00","83,700.00","82,600.00",840.00K,0.00%
20/02/2023,"82,800.00","81,600.00","83,000.00","81,400.00",1.28M,1.47%
17/02/2023,"81,600.00","81,200.00","81,600.00","81,000.00",467.60K,0.00%
16/02/2023,"81,600.00","81,600.00","82,000.00","80,700.00",424.20K,0.00%
15/02/2023,"81,600.00","80,500.00","81,900.00","80,300.00",645.20K,0.99%
14/02/2023,"80,800.00","80,700.00","81,000.00","80,200.00",619.70K,0.12%
13/02/2023,"80,700.00","80,700.00","81,200.00","80,000.00",613.20K,0.00%
10/2/2023,"80,700.00","81,100.00","81,200.00","80,500.00",725.00K,0.00%
9/2/2023,"80,700.00","81,000.00","81,600.00","80,700.00",743.00K,-0.62%
8/2/2023,"81,200.00","80,800.00","81,700.00","80,600.00",669.70K,0.62%
7/2/2023,"80,700.00","80,500.00","81,900.00","80,500.00",750.80K,0.25%
6/2/2023,"80,500.00","80,000.00","81,600.00","79,700.00",944.40K,0.50%
3/2/2023,"80,100.00","82,000.00","82,000.00","80,100.00",1.73M,-2.20%
2/2/2023,"81,900.00","82,100.00","82,400.00","81,300.00",1.33M,-0.12%
1/2/2023,"82,000.00","84,000.00","84,000.00","81,800.00",1.05M,-1.80%
31/01/2023,"83,500.00","83,500.00","83,700.00","81,700.00",1.53M,-0.24%
30/01/2023,"83,700.00","84,200.00","84,400.00","83,700.00",891.00K,-0.36%
27/01/2023,"84,000.00","84,100.00","85,500.00","84,000.00",1.14M,0.12%
19/01/2023,"83,900.00","83,000.00","84,200.00","82,900.00",1.33M,0.60%
18/01/2023,"83,400.00","82,100.00","83,400.00","81,800.00",954.60K,1.71%
17/01/2023,"82,000.00","81,200.00","82,000.00","81,000.00",978.20K,1.49%
16/01/2023,"80,800.00","80,100.00","81,000.00","79,700.00",574.50K,1.00%
13/01/2023,"80,000.00","80,500.00","81,200.00","80,000.00",628.30K,-0.87%
12/1/2023,"80,700.00","81,000.00","81,500.00","80,200.00",542.50K,-0.25%
11/1/2023,"80,900.00","80,400.00","81,600.00","80,400.00",1.08M,0.62%
10/1/2023,"80,400.00","80,700.00","81,300.00","80,200.00",752.70K,0.12%
9/1/2023,"80,300.00","80,500.00","80,900.00","79,900.00",518.90K,0.00%
6/1/2023,"80,300.00","80,400.00","81,100.00","80,200.00",719.40K,-0.37%
5/1/2023,"80,600.00","80,200.00","81,500.00","80,200.00",1.01M,0.75%
4/1/2023,"80,000.00","80,800.00","81,000.00","79,300.00",794.30K,0.00%
3/1/2023,"80,000.00","76,900.00","80,000.00","76,800.00",1.54M,4.03%
30/12/2022,"76,900.00","76,200.00","76,900.00","76,000.00",628.60K,0.92%
29/12/2022,"76,200.00","76,500.00","77,000.00","76,200.00",655.30K,-0.65%
28/12/2022,"76,700.00","77,000.00","77,000.00","76,000.00",589.20K,0.26%
27/12/2022,"76,500.00","76,400.00","77,500.00","76,000.00",805.20K,0.13%
26/12/2022,"76,400.00","77,700.00","78,100.00","76,400.00",832.50K,-2.05%
23/12/2022,"78,000.00","76,400.00","78,000.00","76,200.00",1.22M,1.04%
22/12/2022,"77,200.00","77,200.00","77,500.00","76,000.00",657.80K,0.00%
21/12/2022,"77,200.00","77,200.00","77,400.00","75,700.00",544.10K,0.78%
20/12/2022,"76,600.00","77,200.00","77,200.00","75,400.00",785.80K,0.00%
19/12/2022,"76,600.00","78,300.00","78,300.00","76,600.00",1.03M,-1.67%
16/12/2022,"77,900.00","77,000.00","78,000.00","76,400.00",910.90K,0.26%
15/12/2022,"77,700.00","76,400.00","78,100.00","76,400.00",1.17M,1.83%
14/12/2022,"76,300.00","77,200.00","77,500.00","76,100.00",1.16M,-1.17%
13/12/2022,"77,200.00","76,200.00","77,300.00","75,200.00",899.70K,0.26%
12/12/2022,"77,000.00","77,600.00","78,200.00","76,400.00",1.21M,-1.28%
9/12/2022,"78,000.00","76,300.00","78,000.00","76,200.00",987.50K,1.30%
8/12/2022,"77,000.00","76,900.00","78,800.00","75,600.00",1.27M,0.65%
7/12/2022,"76,500.00","75,900.00","76,600.00","74,800.00",1.03M,0.66%
6/12/2022,"76,000.00","78,300.00","78,900.00","76,000.00",1.54M,-2.94%
5/12/2022,"78,300.00","78,000.00","79,000.00","77,400.00",1.22M,1.16%
2/12/2022,"77,400.00","74,700.00","77,700.00","74,000.00",2.90M,3.61%
1/12/2022,"74,700.00","75,100.00","75,800.00","74,100.00",1.78M,0.13%
30/11/2022,"74,600.00","74,500.00","74,900.00","73,500.00",911.50K,0.40%
29/11/2022,"74,300.00","74,900.00","74,900.00","73,000.00",1.14M,0.00%
28/11/2022,"74,300.00","72,400.00","74,500.00","72,300.00",1.15M,3.19%
25/11/2022,"72,000.00","70,600.00","72,000.00","70,500.00",1.27M,2.13%
24/11/2022,"70,500.00","69,800.00","71,000.00","69,400.00",788.40K,0.00%
23/11/2022,"70,500.00","70,000.00","71,000.00","69,700.00",465.90K,0.00%
22/11/2022,"70,500.00","70,000.00","72,000.00","69,100.00",1.18M,0.57%
21/11/2022,"70,100.00","69,500.00","71,800.00","69,500.00",840.50K,-1.96%
18/11/2022,"71,500.00","70,100.00","72,000.00","69,200.00",1.26M,0.70%
17/11/2022,"71,000.00","69,300.00","72,000.00","64,500.00",1.55M,2.45%
16/11/2022,"69,300.00","61,300.00","70,000.00","61,300.00",3.05M,5.16%
15/11/2022,"65,900.00","70,000.00","70,000.00","65,900.00",3.11M,-6.92%
14/11/2022,"70,800.00","72,000.00","72,400.00","70,000.00",1.64M,-2.75%
11/11/2022,"72,800.00","73,100.00","73,600.00","72,000.00",1.00M,-0.27%
10/11/2022,"73,000.00","73,500.00","73,700.00","69,100.00",1.60M,-1.35%
9/11/2022,"74,000.00","73,300.00","74,300.00","73,300.00",697.70K,0.95%
8/11/2022,"73,300.00","71,500.00","73,900.00","71,400.00",945.00K,0.96%
7/11/2022,"72,600.00","72,600.00","74,000.00","72,600.00",1.57M,-0.41%
4/11/2022,"72,900.00","74,000.00","74,000.00","71,500.00",1.65M,-1.62%
3/11/2022,"74,100.00","74,500.00","75,700.00","73,700.00",622.40K,0.14%
2/11/2022,"74,000.00","75,200.00","76,000.00","74,000.00",978.20K,-1.99%
1/11/2022,"75,500.00","76,300.00","76,800.00","75,000.00",561.50K,-0.13%
31/10/2022,"75,600.00","75,000.00","76,000.00","73,700.00",1.08M,0.80%
28/10/2022,"75,000.00","76,300.00","76,300.00","74,700.00",875.80K,-1.06%
27/10/2022,"75,800.00","74,100.00","76,200.00","73,700.00",935.90K,2.71%
26/10/2022,"73,800.00","74,500.00","74,500.00","72,700.00",625.10K,0.82%
25/10/2022,"73,200.00","71,400.00","74,500.00","71,100.00",1.56M,2.95%
24/10/2022,"71,100.00","73,900.00","74,500.00","71,000.00",1.43M,-3.79%
21/10/2022,"73,900.00","77,700.00","77,700.00","73,900.00",1.56M,-5.01%
20/10/2022,"77,800.00","75,800.00","78,500.00","75,300.00",1.73M,3.05%
19/10/2022,"75,500.00","74,900.00","76,200.00","74,700.00",1.02M,0.80%
18/10/2022,"74,900.00","74,000.00","75,300.00","74,000.00",879.00K,1.49%
17/10/2022,"73,800.00","73,500.00","73,900.00","72,600.00",707.40K,-0.27%
14/10/2022,"74,000.00","74,400.00","74,500.00","73,600.00",844.20K,1.37%
13/10/2022,"73,000.00","72,200.00","73,000.00","71,500.00",829.20K,0.83%
12/10/2022,"72,400.00","71,000.00","73,300.00","71,000.00",1.46M,1.97%
11/10/2022,"71,000.00","74,000.00","74,000.00","71,000.00",1.59M,-4.05%
10/10/2022,"74,000.00","73,500.00","75,500.00","72,100.00",1.63M,0.00%
7/10/2022,"74,000.00","76,200.00","76,200.00","74,000.00",2.06M,-3.27%
6/10/2022,"76,500.00","78,900.00","78,900.00","76,500.00",1.27M,-2.42%
5/10/2022,"78,400.00","79,000.00","79,500.00","78,400.00",971.90K,1.16%
4/10/2022,"77,500.00","78,000.00","79,000.00","77,200.00",2.04M,0.65%
3/10/2022,"77,000.00","79,600.00","80,300.00","76,400.00",1.25M,-4.35%
30/09/2022,"80,500.00","77,000.00","80,800.00","76,900.00",2.11M,4.55%
29/09/2022,"77,000.00","79,800.00","80,100.00","77,000.00",1.30M,-1.28%
28/09/2022,"78,000.00","80,100.00","80,400.00","78,000.00",2.05M,-3.11%
27/09/2022,"80,500.00","82,000.00","82,000.00","80,500.00",932.90K,-1.23%
26/09/2022,"81,500.00","81,500.00","82,000.00","80,300.00",1.86M,-1.09%
23/09/2022,"82,400.00","83,100.00","83,100.00","82,100.00",840.60K,-0.60%
22/09/2022,"82,900.00","82,000.00","83,000.00","81,900.00",1.17M,0.73%
21/09/2022,"82,300.00","83,300.00","83,300.00","82,300.00",775.40K,-1.32%
20/09/2022,"83,400.00","83,100.00","83,800.00","82,300.00",575.00K,0.36%
19/09/2022,"83,100.00","82,500.00","83,600.00","81,900.00",1.78M,0.73%
16/09/2022,"82,500.00","83,700.00","83,900.00","82,500.00",1.36M,-1.43%
15/09/2022,"83,700.00","84,500.00","84,500.00","83,700.00",780.50K,-0.36%
14/09/2022,"84,000.00","83,500.00","84,500.00","83,500.00",1.31M,-0.71%
13/09/2022,"84,600.00","85,000.00","85,300.00","84,300.00",1.05M,0.00%
12/9/2022,"84,600.00","85,100.00","85,200.00","84,300.00",716.00K,0.36%
9/9/2022,"84,300.00","84,600.00","85,000.00","84,300.00",1.15M,0.00%
8/9/2022,"84,300.00","84,100.00","85,000.00","83,800.00",1.14M,0.36%
7/9/2022,"84,000.00","85,500.00","85,900.00","84,000.00",2.24M,-2.10%
6/9/2022,"85,800.00","86,000.00","86,400.00","85,800.00",1.17M,-0.46%
5/9/2022,"86,200.00","86,500.00","86,700.00","85,900.00",1.02M,-0.46%
31/08/2022,"86,600.00","85,800.00","87,000.00","85,800.00",1.17M,0.23%
30/08/2022,"86,400.00","86,500.00","87,000.00","86,000.00",1.15M,-0.12%
29/08/2022,"86,500.00","87,000.00","87,000.00","84,700.00",2.23M,-0.80%
26/08/2022,"87,200.00","86,400.00","87,800.00","86,300.00",1.94M,1.04%
25/08/2022,"86,300.00","86,200.00","86,700.00","86,000.00",1.14M,0.12%
24/08/2022,"86,200.00","86,500.00","86,800.00","86,100.00",1.01M,0.23%
23/08/2022,"86,000.00","85,110.00","86,000.00","85,110.00",1.09M,0.23%
22/08/2022,"85,802.00","85,605.00","86,297.00","84,913.00",1.63M,-0.12%
19/08/2022,"85,901.00","86,989.00","87,483.00","85,209.00",1.96M,-1.59%
18/08/2022,"87,285.00","86,890.00","88,669.00","86,890.00",2.55M,0.00%
17/08/2022,"87,285.00","87,977.00","88,076.00","86,989.00",1.51M,-0.45%
16/08/2022,"87,680.00","87,878.00","88,372.00","87,087.00",1.38M,-0.23%
15/08/2022,"87,878.00","85,605.00","88,076.00","85,605.00",3.09M,2.77%
12/8/2022,"85,506.00","84,715.00","85,506.00","84,715.00",1.24M,0.58%
11/8/2022,"85,012.00","85,209.00","85,802.00","84,715.00",1.85M,0.00%
10/8/2022,"85,012.00","85,308.00","85,703.00","85,012.00",1.12M,-0.23%
9/8/2022,"85,209.00","85,012.00","86,494.00","84,715.00",2.32M,0.23%
8/8/2022,"85,012.00","84,913.00","85,407.00","84,320.00",1.59M,0.23%
5/8/2022,"84,814.00","85,110.00","86,198.00","84,616.00",1.77M,-0.35%
4/8/2022,"85,110.00","84,122.00","85,605.00","83,924.00",3.05M,1.53%
3/8/2022,"83,825.00","84,023.00","84,221.00","83,232.00",2.25M,-0.24%
2/8/2022,"84,023.00","83,035.00","84,122.00","82,540.00",1.88M,1.19%
1/8/2022,"83,035.00","83,035.00","83,232.00","82,145.00",1.82M,0.60%
29/07/2022,"82,540.00","84,122.00","84,221.00","82,540.00",1.94M,-1.65%
28/07/2022,"83,924.00","84,221.00","84,814.00","82,145.00",1.66M,-0.35%
27/07/2022,"84,221.00","83,628.00","84,221.00","83,430.00",771.10K,0.47%
26/07/2022,"83,825.00","85,012.00","85,012.00","83,825.00",1.13M,-0.70%
25/07/2022,"84,418.00","86,000.00","86,000.00","84,122.00",2.25M,0.35%
22/07/2022,"84,122.00","85,407.00","85,506.00","84,122.00",1.31M,0.12%
21/07/2022,"84,023.00","84,913.00","84,913.00","83,529.00",1.80M,0.12%
20/07/2022,"83,924.00","84,023.00","84,913.00","83,035.00",2.85M,2.29%
19/07/2022,"82,046.00","81,947.00","82,046.00","81,255.00",1.19M,0.00%
18/07/2022,"82,046.00","81,848.00","83,529.00","81,354.00",1.26M,0.97%
15/07/2022,"81,255.00","83,035.00","83,035.00","81,255.00",1.38M,-0.72%
14/07/2022,"81,848.00","81,848.00","82,540.00","81,255.00",891.30K,0.36%
13/07/2022,"81,552.00","83,035.00","83,035.00","81,552.00",1.14M,-1.20%
12/7/2022,"82,540.00","81,848.00","82,540.00","81,749.00",602.80K,0.85%
11/7/2022,"81,848.00","83,628.00","83,628.00","81,848.00",998.10K,-0.96%
8/7/2022,"82,639.00","82,936.00","83,035.00","82,145.00",910.40K,0.60%
